pl_name,hostname,sy_pnum,discoverymethod,disc_year,disc_locale,disc_facility,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_orbeccen,st_teff,st_mass,st_rad,sy_dist,sy_gaiamag,ra,dec
CoRoT-30 b,CoRoT-30,1,Transit,2020.0,Space,CoRoT,9.06005,0.0844,11.309881,1.009,921.707,2.9,0.007,5650.0,0.98,0.91,1032.23,15.413,277.6011767,6.8359338
CoRoT-31 b,CoRoT-31,1,Transit,2020.0,Space,CoRoT,4.62941,0.0586,16.36514,1.46,266.9772,0.84,0.02,5700.0,1.25,2.15,2005.76,15.4655,94.820735,-4.4222978
CoRoT-32 b,CoRoT-32,1,Transit,2018.0,Space,CoRoT,6.71837,0.071,6.38913,0.57,47.6745,0.15,,5970.0,1.08,0.79,576.683,13.5867,100.1951714,9.2573953
CoRoT-35 b,CoRoT-35,1,Transit,2022.0,Space,CoRoT,3.22748,0.0429,18.83108758,1.68,349.6112477,1.1,0.0,6390.0,1.01,1.65,1123.21,15.2625,289.3143526,-2.7747085
CoRoT-36 b,CoRoT-36,1,Transit,2022.0,Space,CoRoT,5.616531,0.066,15.80466279,1.41,216.12331676,0.68,0.0,6730.0,1.32,1.52,925.958,12.9515,277.7510149,7.1833465
CoRoT-4 b,CoRoT-4,1,Transit,2008.0,Space,CoRoT,9.20205,0.09,13.34,1.19,228.83,0.72,0.0,6190.0,1.16,1.17,726.412,13.5613,102.1946233,-0.6727861
CoRoT-5 b,CoRoT-5,1,Transit,2009.0,Space,CoRoT,4.0378962,0.04947,15.558,1.388,148.42,0.467,0.09,6100.0,1.0,1.186,882.472,13.9021,101.2772396,0.8152163
CoRoT-6 b,CoRoT-6,1,Transit,2009.0,Space,CoRoT,8.886593,0.0855,13.068,1.166,940.74,2.96,0.1,6090.0,1.05,1.025,645.294,13.7459,281.0725563,6.6632062
CoRoT-7 b,CoRoT-7,3,Transit,2009.0,Space,CoRoT,0.85359163,0.017016,1.68135,0.15,4.07660518,0.01282637,0.0,5275.0,0.82,0.83,159.906,11.5239,100.9561682,-1.0630076
CoRoT-7 c,CoRoT-7,3,Radial velocity,2009.0,Space,CoRoT,3.698,0.046,2.83,0.253,8.4,0.02642922,0.0,5256.0,0.899,0.864273,159.906,11.5239,100.9561682,-1.0630076
CoRoT-7 d,CoRoT-7,3,Radial velocity,2022.0,Ground,La Silla Observatory,8.966,,4.31,0.384,17.142,0.05393476,,5250.0,0.915,0.8389,159.906,11.5239,100.9561682,-1.0630076
CoRoT-8 b,CoRoT-8,1,Transit,2010.0,Space,CoRoT,6.21229,0.063,6.39,0.57,69.92,0.22,0.0,5080.0,0.88,0.77,322.037,14.2195,291.5885696,1.4262972
CoRoT-9 b,CoRoT-9,1,Transit,2009.0,Space,CoRoT,95.272656,0.4021,11.948794,1.066,266.9772,0.84,0.133,5625.0,0.96,0.96,412.98,13.5008,280.7866461,6.2040783
DE CVn b,DE CVn,1,Eclipse Timing Variations,2018.0,Ground,Multiple Facilities,4098.1,5.75,12.4,1.1,3823.27330161,12.02930278,0.0,3579.0,0.51,0.424754,30.5225,11.9752,201.7207198,45.5455449
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,1,Astrometry,2013.0,Ground,Paranal Observatory,246.36,0.36,11.9,1.06,9057.77,28.5,0.345,,0.075,,20.77,18.5577,125.7620668,-49.2003008
DH Tau b,DH Tau,1,Imaging,2004.0,Ground,Subaru Telescope,,330.0,30.2643,2.7,3496.0,11.0,,4371.0,0.33,0.27,134.846,12.4961,67.4231674,26.5493897
DMPP-1 b,DMPP-1,4,Radial velocity,2019.0,Ground,La Silla Observatory,17.812,0.1423,4.26,0.38,16.8,0.05285871,0.2,6196.0,1.21,1.26,62.5388,7.85032,86.7761233,-10.6303217
DMPP-1 c,DMPP-1,4,Radial velocity,2019.0,Ground,La Silla Observatory,10.03,0.0973,3.31,0.295,10.94,0.03442109,0.22,6196.0,1.21,1.26,62.5388,7.85032,86.7761233,-10.6303217
DMPP-1 d,DMPP-1,4,Radial velocity,2019.0,Ground,La Silla Observatory,3.1417,0.04467,2.02,0.18,4.72,0.01485078,0.36,6196.0,1.21,1.26,62.5388,7.85032,86.7761233,-10.6303217
DMPP-1 e,DMPP-1,4,Radial velocity,2019.0,Ground,La Silla Observatory,5.516,0.0651,1.86,0.166,4.13,0.01299437,0.07,6196.0,1.21,1.26,62.5388,7.85032,86.7761233,-10.6303217
DMPP-2 b,DMPP-2,3,Radial velocity,2019.0,Ground,Multiple Facilities,5.203,0.06638,14.2,1.27,171.48,0.53953642,0.06,6500.0,1.41,1.78,137.94,8.45824,27.407731,-34.4590985
DMPP-2 c,DMPP-2,3,Radial velocity,2026.0,Ground,Multiple Observatories,3.168,0.04789,8.26,0.737,51.79,0.16294956,0.28,6500.0,1.41,1.78,137.94,8.45824,27.407731,-34.4590985
DMPP-2 d,DMPP-2,3,Radial velocity,2026.0,Ground,Multiple Observatories,16.491,0.1432,11.6,1.03,91.79,0.28880364,0.1,6500.0,1.41,1.78,137.94,8.45824,27.407731,-34.4590985
DMPP-3 A b,DMPP-3 A,1,Radial velocity,2019.0,Ground,La Silla Observatory,5.59,0.05958,1.44,0.129,2.67,0.00840076,0.42,5138.0,0.9,0.91,46.8917,8.8543,91.6243532,-72.5143057
DMPP-4 b,DMPP-4,1,Radial velocity,2023.0,Multiple Locales,Multiple Observatories,3.4982,0.04853,3.53,0.315,12.2,0.03838549,0.063,6400.0,1.25,1.38,25.3284,5.60037,293.5826648,51.2358069
DMPP-6 b,DMPP-6,2,Radial velocity,2026.0,Ground,Multiple Observatories,7.6027,0.0779,2.28,0.203,5.8,0.01824884,0.34,6182.09,1.079,1.27,54.6303,7.56056,120.3857827,-70.0234291
DMPP-6 c,DMPP-6,2,Radial velocity,2026.0,Ground,Multiple Observatories,36.441,0.2206,3.74,0.334,13.47,0.04238136,0.31,6182.09,1.079,1.27,54.6303,7.56056,120.3857827,-70.0234291
DMPP-7 b,DMPP-7,1,Radial velocity,2026.0,Ground,Multiple Observatories,4.984,0.05873,9.13,0.815,61.39,0.19315454,0.1,5996.82,1.09,1.53949,101.386,8.65313,203.5284651,0.4988127
DMPP-8 b,DMPP-8,1,Radial velocity,2026.0,Ground,Multiple Observatories,62.915,0.3098,10.8,0.96,81.09,0.25513767,0.275,6009.0,0.99,1.24,76.1335,8.49441,305.3083517,-81.6166664
DMPP-9 b,DMPP-9,1,Radial velocity,2026.0,Ground,Multiple Observatories,12.733,0.1097,3.89,0.347,14.43,0.04540186,0.25,6092.0,1.1,1.26,109.539,9.08087,316.3060007,-66.9581622
DP Leo b,DP Leo,1,Eclipse Timing Variations,2009.0,Ground,Yunnan Astronomical Observatory,10220.0,8.19,12.7,1.14,1995.88832,6.28,0.39,13500.0,0.69,0.0115,305.684,18.6333,169.3162193,17.9615717
DS Tuc A b,DS Tuc A,1,Transit,2019.0,Space,Transiting Exoplanet Survey Satellite (TESS),8.138268,,5.7,0.50851994,413.179,1.3,0.0,5428.0,1.01,0.964,44.0622,8.31926,354.9154673,-69.196043
EPIC 201170410.02,EPIC 201170410,1,Transit,2020.0,Space,K2,6.7987,0.0349,1.047,0.09340708,1.15,0.0036,0.0,3648.0,0.287,0.282,134.0,16.4386,170.1408561,-4.8070039
EPIC 201238110 b,EPIC 201238110,1,Transit,2019.0,Space,K2,28.1656,,1.87,0.16683023,4.16,0.0131,,3587.0,0.41,0.374,159.259,15.2612,179.7058532,-3.3894613
EPIC 201427007 b,EPIC 201427007,1,Transit,2021.0,Space,K2,0.72091,,1.5,0.13382127,2.86,0.00899,,5633.0,0.93,0.94,706.391,14.147,184.6021322,-0.5512886
EPIC 201497682 b,EPIC 201497682,1,Transit,2019.0,Space,K2,2.13174,,0.692,0.0617361,0.26,0.000817,,4991.0,0.78,0.554,253.026,13.7368,168.9366786,0.4880606
EPIC 201595106 b,EPIC 201595106,2,Transit,2021.0,Space,K2,0.87724,0.0177,1.565,0.13962019,7.67,0.02413252,0.0,5679.0,0.958,0.98,232.1,11.6477,183.7203635,1.9681688
EPIC 201615463 c,K2-166,2,Transit,2019.0,Space,K2,3.80464,,1.22,0.10884111,1.98,0.00624,,5960.0,1.073,1.61,476.882,11.9456,185.1880932,2.2823788
EPIC 201754305 d,K2-16,3,Transit,2019.0,Space,K2,2.71578,,1.03,0.09189045,1.08,0.0034,,4761.0,0.67,0.544,334.967,14.3234,175.0972238,4.5574311
EPIC 201757695.02,EPIC 201757695,1,Transit,2020.0,Space,K2,2.0478,0.0296,0.90819,0.08102328,0.688,0.00217,0.0,4520.0,0.727,0.655,577.6,,173.9385102,4.6164303
EPIC 201833600 c,K2-50,2,Transit,2019.0,Space,K2,3.96151,,1.0,0.08921402,0.972,0.00306,,4326.0,0.611,0.634,257.443,14.2575,169.483654,5.988289
EPIC 201841433 b,EPIC 201841433,1,Transit,2019.0,Space,K2,4.1698,0.035,1.04,0.09278259,1.12,0.00352,,5053.0,0.802,0.628461,436.488,14.5885,175.206752,6.1348146
EPIC 205950854 c,K2-168,2,Transit,2019.0,Space,K2,8.050722,,1.31,0.11687037,2.27,0.00714,,5502.7,0.877,0.83,243.935,12.0976,333.1100738,-16.3418863
EPIC 206024342 b,EPIC 206024342,3,Transit,2019.0,Space,K2,4.50756,,1.7,0.15166384,3.53,0.0111,,5724.0,0.928,0.823,369.888,12.9682,331.2771441,-14.1218019
EPIC 206024342 c,EPIC 206024342,3,Transit,2021.0,Space,K2,0.911724,,1.4,0.12489985,2.54,0.008,,5724.0,0.928,1.1,369.888,12.9682,331.2771441,-14.1218019
EPIC 206024342 d,EPIC 206024342,3,Transit,2021.0,Space,K2,14.647531,,2.6,0.23195686,7.27,0.0229,,5724.0,0.928,1.1,369.888,12.9682,331.2771441,-14.1218019
EPIC 206032309 b,EPIC 206032309,1,Transit,2019.0,Space,K2,2.87814,,1.01,0.09010616,1.01,0.00317,,3489.0,0.221,0.37344,161.365,16.0689,341.2404563,-13.9011223
EPIC 206042996 b,EPIC 206042996,2,Transit,2019.0,Space,K2,5.2986,,1.7,0.1516641,3.53,0.0111,,4114.0,0.565,0.5,451.769,15.9752,337.5136198,-13.6101475
EPIC 206042996 c,EPIC 206042996,2,Transit,2021.0,Space,K2,0.354884,,1.2,0.10705701,1.87,0.00588,,4114.0,0.565,0.5,451.769,15.9752,337.5136198,-13.6101475
EPIC 206215704 b,EPIC 206215704,1,Transit,2019.0,Space,K2,2.255436,,1.0,0.08921418,0.972,0.00306,,3297.0,0.407,0.25,109.888,16.1722,335.0949721,-9.5097112
EPIC 206317286 b,EPIC 206317286,2,Transit,2019.0,Space,K2,1.58252,,0.96,0.08564546,0.84,0.00264,,4752.0,0.711,0.669,314.35,13.774,337.6178427,-7.972456
EPIC 206317286 c,EPIC 206317286,2,Transit,2022.0,Space,K2,17.515472,,2.094,0.18681449,5.03,0.0158,,4752.0,0.832,0.758,314.35,13.774,337.6178427,-7.972456
EPIC 211822797 b,EPIC 211822797,1,Transit,2016.0,Space,K2,21.1701963,0.1195,1.92,0.17129122,4.35,0.0137,0.06,4057.0,0.62,0.58,186.197,14.5263,130.4102091,17.6399744
EPIC 211945201 b,EPIC 211945201,1,Transit,2018.0,Space,K2,19.49221,0.1493,5.76,0.51387278,11.0,0.03460987,0.0,6069.0,1.17,1.39,181.69,10.0512,136.5741931,19.4020565
EPIC 212297394 b,EPIC 212297394,2,Transit,2019.0,Space,K2,2.289363,,1.48,0.13203698,2.79,0.00879,,5171.0,0.83,0.8,418.395,14.1864,207.2061241,-17.6098985
EPIC 212297394 c,EPIC 212297394,2,Transit,2021.0,Space,K2,5.213965,,2.27,0.20251618,5.77,0.0182,,5171.0,0.83,0.8,418.395,14.1864,207.2061241,-17.6098985
EPIC 212424622 b,EPIC 212424622,1,Transit,2019.0,Space,K2,18.0983,,2.17,0.19359443,5.35,0.0168,,5782.33,1.106,1.2247,611.804,13.2026,202.3313765,-14.3594358
EPIC 212499991 b,EPIC 212499991,1,Transit,2019.0,Space,K2,34.885,,1.6,0.14274244,3.19,0.01,,4982.79,0.912,0.757541,283.29,13.3118,202.488752,-12.7347749
EPIC 212587672 b,EPIC 212587672,2,Transit,2019.0,Space,K2,15.28078,,1.26,0.11240986,2.13,0.00669,,6004.0,0.99,0.98,320.07,12.2038,205.4445125,-10.8625468
EPIC 212587672 c,EPIC 212587672,2,Transit,2021.0,Space,K2,23.228555,,2.32,0.20697689,5.99,0.0189,,6004.0,0.99,0.98,320.07,12.2038,205.4445125,-10.8625468
EPIC 212624936 b,EPIC 212624936,2,Transit,2021.0,Space,K2,0.578657,,1.2,0.10705701,1.87,0.00588,,5765.0,1.0,0.93,561.929,13.8326,210.6376171,-10.0236852
EPIC 212624936 c,EPIC 212624936,2,Transit,2021.0,Space,K2,11.811437,,2.3,0.20519261,5.9,0.0186,,5765.0,1.0,0.93,561.929,13.8326,210.6376171,-10.0236852
EPIC 212737443 b,EPIC 212737443,2,Transit,2019.0,Space,K2,13.603,0.098,2.586,0.23070747,7.2,0.0227,0.2,4684.0,0.69,0.673,336.25,14.4776,204.2215065,-7.3180577
EPIC 212737443 c,EPIC 212737443,2,Transit,2019.0,Space,K2,65.55,0.28,2.69,0.23998573,7.7,0.0242,0.2,4684.0,0.69,0.673,336.25,14.4776,204.2215065,-7.3180577
EPIC 220492298 b,EPIC 220492298,1,Transit,2021.0,Space,K2,0.762406,,0.99,0.08832204,0.937,0.00295,,5620.0,0.95,0.89,624.512,13.7756,16.7615005,6.588798
EPIC 220554210 c,K2-282,2,Transit,2019.0,Space,K2,0.70531,,1.6,0.14274268,3.19,0.01,,5499.0,0.94,1.0,496.289,13.8183,13.4321524,7.9952914
EPIC 220674823 b,EPIC 220674823,2,Transit,2016.0,Space,K2,0.57130782,0.0132,1.606,0.14327797,7.54,0.02372349,0.0,5578.0,0.913,0.99,244.59,11.9535,13.0800239,10.7947051
EPIC 220674823 c,EPIC 220674823,2,Transit,2016.0,Space,K2,13.340603,0.1078,2.712,0.24194885,7.9,0.02485618,0.18,5578.0,0.913,0.99,244.59,11.9535,13.0800239,10.7947051
EPIC 228836835 b,EPIC 228836835,1,Transit,2021.0,Space,K2,0.728113,,1.1,0.0981356,1.37,0.0043,,3782.0,0.418179,0.32,150.124,15.4185,189.5748998,-5.2446247
EPIC 229004835 b,EPIC 229004835,1,Transit,2023.0,Space,K2,16.141132,0.1237,2.332,0.20804746,10.4,0.03272206,0.23,5868.0,0.97,0.999,121.971,10.0494,186.4860415,-1.4047214
EPIC 246851721 b,EPIC 246851721,1,Transit,2018.0,Space,K2,6.180235,0.07229,11.780659,1.051,953.49,3.0,,6202.0,1.317,1.586,372.632,11.2549,78.9198197,16.2786991
EPIC 248847494 b,EPIC 248847494,1,Transit,2018.0,Space,K2,3650.0,4.5,12.44199,1.11,4131.79,13.0,0.0,4898.0,0.9,2.7,551.886,12.1722,159.3890808,11.8427484
EPIC 249893012 b,EPIC 249893012,3,Transit,2020.0,Space,K2,3.5951,0.047,1.95,0.17396735,8.75,0.02753044,0.06,5430.0,1.05,1.71,321.296,11.4019,228.2482353,-16.7246474
EPIC 249893012 c,EPIC 249893012,3,Transit,2020.0,Space,K2,15.624,0.13,3.67,0.32741547,14.67,0.04615675,0.07,5430.0,1.05,1.71,321.296,11.4019,228.2482353,-16.7246474
EPIC 249893012 d,EPIC 249893012,3,Transit,2020.0,Space,K2,35.747,0.22,3.94,0.35150326,10.18,0.0320297,0.15,5430.0,1.05,1.71,321.296,11.4019,228.2482353,-16.7246474
FU Tau b,FU Tau,1,Imaging,2008.0,Space,Spitzer Space Telescope,,800.0,12.2,1.09,5085.28,16.0,,2838.0,0.05,,133.4950466,15.2412,65.8974962,25.0506711
G 192-15 b,G 192-15,2,Radial velocity,2025.0,Ground,Calar Alto Observatory,2.27476,0.01723,1.02,0.0907,1.03,0.00324074,0.0,2999.0,0.132,0.170718,9.53114,12.6973,90.6220931,49.861939
G 192-15 c,G 192-15,2,Radial velocity,2025.0,Ground,Calar Alto Observatory,1219.0,1.137,3.87,0.345,14.3,0.04499283,0.676,2999.0,0.132,0.170718,9.53114,12.6973,90.6220931,49.861939
G 196-3 b,G 196-3,1,Imaging,2024.0,Space,European Space Agency (ESA) Gaia Satellite,,350.0,12.0,1.07,8263.538582,26.0,,3517.0,0.519782,0.522432,21.7912,10.6123,151.0884754,50.3861806
G 261-6 b,G 261-6,1,Radial velocity,2025.0,Ground,Calar Alto Observatory,5.4536,0.02971,1.1,0.0982,1.37,0.0043105,0.0,2907.0,0.118,0.153162,10.6267,13.4037,291.07432,75.5558405
G 264-012 b,G 264-012,2,Radial velocity,2021.0,Ground,Calar Alto Observatory,2.30538,0.02279,1.39,0.124,2.5,0.00786588,,3326.0,0.297,0.305,16.009,11.7617,326.6719598,66.803848
G 264-012 c,G 264-012,2,Radial velocity,2021.0,Ground,Calar Alto Observatory,8.0518,0.0525,1.76,0.157,3.75,0.01179882,,3326.0,0.297,0.305,16.009,11.7617,326.6719598,66.803848
G 268-110 b,G 268-110,1,Radial velocity,2025.0,Ground,Calar Alto Observatory,1.43263,0.01283,1.13,0.101,1.52,0.00478245,0.0,,0.137,0.177,,,16.223688,-18.124802
G 9-40 b,G 9-40,1,Transit,2019.0,Space,K2,5.7459982,0.0418,1.9,0.16950694,4.0,0.01258541,0.0,3395.0,0.2952,0.3026,27.9276,12.7331,134.7188514,21.0747961
GJ 1002 b,GJ 1002,2,Radial velocity,2022.0,Ground,Multiple Observatories,10.3465,0.0457,1.03,0.0919,1.08,0.00339806,,3024.0,0.12,0.137,4.84867,11.7804,1.6764641,-7.5462123
GJ 1002 c,GJ 1002,2,Radial velocity,2022.0,Ground,Multiple Observatories,21.202,0.0738,1.1,0.098,1.36,0.00427904,,3024.0,0.12,0.137,4.84867,11.7804,1.6764641,-7.5462123
GJ 1061 b,GJ 1061,3,Radial velocity,2020.0,Ground,La Silla Observatory,3.2073,0.021,1.04,0.0926,1.11,0.00349245,0.05,2953.0,0.12,0.156,3.67278,10.9889,54.0032486,-44.5143104
GJ 1061 c,GJ 1061,3,Radial velocity,2020.0,Ground,La Silla Observatory,6.6821,0.0342,1.19,0.106,1.81,0.0056949,0.02,2953.0,0.12,0.156,3.67278,10.9889,54.0032486,-44.5143104
GJ 1061 d,GJ 1061,3,Radial velocity,2020.0,Ground,La Silla Observatory,13.066,0.054,1.16,0.104,1.67,0.00525441,0.04,2953.0,0.12,0.156,3.67278,10.9889,54.0032486,-44.5143104
GJ 1132 b,GJ 1132,2,Transit,2015.0,Ground,Cerro Tololo Inter-American Observatory,1.62892911,0.0157,1.19151465,0.1063,1.83704819,0.00578,0.0118,3229.0,0.1945,0.2211,12.613,12.138,153.7090696,-47.1549358
GJ 1132 c,GJ 1132,2,Radial velocity,2018.0,Ground,La Silla Observatory,8.929,0.0476,1.43,0.128,2.64,0.00830633,0.27,3270.0,0.181,0.2105,12.613,12.138,153.7090696,-47.1549358
GJ 1137 c,HD 93083,2,Radial velocity,2026.0,Ground,La Silla Observatory,9.6412,0.0835,2.11,0.189,5.12,0.01610932,0.0,5033.8,0.836,0.837,28.5159,8.04206,161.0866672,-33.5776794
GJ 1148 b,GJ 1148,2,Radial velocity,2010.0,Ground,W. M. Keck Observatory,41.38,0.166,11.9,1.07,96.7,0.3042507,0.38,3287.0,0.344045,0.358519,11.0143,10.5769,175.4326081,42.7515862
GJ 1148 c,GJ 1148,2,Radial velocity,2017.0,Ground,Calar Alto Observatory,532.58,0.912,9.71,0.866,68.06,0.21413963,0.342,3287.0,0.344045,0.358519,11.0143,10.5769,175.4326081,42.7515862
GJ 1151 c,GJ 1151,1,Radial velocity,2023.0,Ground,Multiple Facilities,389.7,0.5714,3.25,0.29,10.62,0.03341426,,3280.0,0.1639,0.1781,8.03625,11.6938,177.7304866,48.3732334
GJ 1214 b,GJ 1214,1,Transit,2009.0,Ground,MEarth Project,1.580404531,0.01505,2.733,0.24382235,8.41,0.02646082,0.0062,3101.0,0.182,0.2162,14.6427,13.0089,258.8313991,4.9606795
GJ 1252 b,GJ 1252,1,Transit,2020.0,Space,Transiting Exoplanet Survey Satellite (TESS),0.5182331,0.00915,1.193,0.10643251,1.32,0.00415318,0.0,3458.0,0.381,0.391,20.373,11.2364,306.9286462,-56.4622865
GJ 1265 b,GJ 1265,1,Radial velocity,2018.0,Ground,Calar Alto Observatory,3.6511,0.026,2.63,0.234,7.4,0.02328289,0.04,3236.0,0.178,0.192,10.2525,12.0807,333.4324675,-17.6870623
GJ 1289 b,GJ 1289,1,Radial velocity,2024.0,Ground,Multiple Observatories,111.74,0.27,2.38,0.213,6.27,0.01972763,0.0,3296.0,0.21,0.245012,8.35147,11.1534,355.7813464,36.5363314
GJ 143 b,GJ 143,2,Transit,2019.0,Space,Transiting Exoplanet Survey Satellite (TESS),35.61253,0.1915,2.61,0.2328486,22.7,0.07142183,0.188,4640.0,0.73,0.695,16.32,7.67906,51.7501882,-63.500166
GJ 15 A b,GJ 15 A,2,Radial velocity,2014.0,Ground,W. M. Keck Observatory,11.4407,0.072,1.55,0.139,3.03,0.0095334,0.094,3607.0,0.38,0.38,3.56228,7.2162,4.6126677,44.0247296
GJ 15 A c,GJ 15 A,2,Radial velocity,2018.0,Ground,Roque de los Muchachos Observatory,7600.0,5.4,6.67,0.595,36.0,0.1132681,0.27,3607.0,0.38,0.38,3.56228,7.2162,4.6126677,44.0247296
GJ 160.2 b,GJ 160.2,1,Radial velocity,2014.0,Ground,Multiple Observatories,5.2354,0.053,3.17,0.283,10.2,0.03209263,0.06,4347.0,0.69,0.655173,25.8557,9.20154,61.6454173,-20.8564724
GJ 163 b,GJ 163,3,Radial velocity,2013.0,Ground,La Silla Observatory,8.63182,0.0607,3.25,0.29,10.6,0.03335116,0.073,3500.0,0.4,0.409738,15.1285,10.6771,62.3228353,-53.3711768
GJ 163 c,GJ 163,3,Radial velocity,2013.0,Ground,La Silla Observatory,25.63058,0.1254,2.5,0.223,6.8,0.02139509,0.099,3500.0,0.4,0.409738,15.1285,10.6771,62.3228353,-53.3711768
GJ 163 d,GJ 163,3,Radial velocity,2013.0,Ground,La Silla Observatory,603.95116,1.0304,5.92,0.528,29.4,0.09250228,0.373,3500.0,0.4,0.409738,15.1285,10.6771,62.3228353,-53.3711768
GJ 179 b,GJ 179,1,Radial velocity,2009.0,Ground,W. M. Keck Observatory,2288.0,2.41,13.8,1.23,301.93698665,0.95,0.21,3370.0,0.357,0.38,12.356,10.7055,73.0245495,6.4752347
GJ 180 b,GJ 180,3,Radial velocity,2014.0,Ground,Multiple Observatories,17.133,0.092,2.43,0.217,6.49,0.02041972,0.07,3371.0,0.43,0.413049,11.9407,9.93395,73.460097,-17.776194
GJ 180 c,GJ 180,3,Radial velocity,2014.0,Ground,Multiple Observatories,24.329,0.129,2.41,0.215,6.4,0.02013655,0.09,3371.0,0.43,0.413049,11.9407,9.93395,73.460097,-17.776194
GJ 180 d,GJ 180,3,Radial velocity,2020.0,Ground,Multiple Facilities,106.3,0.309,2.66,0.237,7.56,0.0237863,0.14,3371.0,0.43,0.413049,11.9407,9.93395,73.460097,-17.776194
GJ 2030 b,GJ 2030,2,Radial velocity,2022.0,Ground,Multiple Observatories,2.38129,0.034,2.03,0.181,4.76742611,0.015,0.239,5485.0,0.96,2.24104,37.0788,6.02088,50.8237604,-7.7950429
GJ 2030 c,GJ 2030,2,Radial velocity,2022.0,Ground,Multiple Observatories,25533.11353,16.761,12.3,1.1,4069.15709482,12.803,0.041,5485.0,0.96,2.24104,37.0788,6.02088,50.8237604,-7.7950429
GJ 2056 b,GJ 2056,1,Radial velocity,2020.0,Ground,Multiple Observatories,69.971,0.283,4.17,0.372,16.2,0.05097064,0.72,4069.95,0.62,0.709495,28.4434,9.72281,108.0194945,-24.8921008
GJ 2126 b,GJ 2126,1,Radial velocity,2025.0,Ground,La Silla Observatory,272.7,0.71,13.6,1.22,413.1769291,1.3,0.85,4159.0,0.65,0.728,38.129,10.1496,257.3606793,-35.391719
GJ 229 A c,GJ 229,2,Radial velocity,2020.0,Ground,Multiple Facilities,121.93268,0.384,2.87,0.256,8.58136699,0.027,0.366,3564.0,0.509,0.46,5.75624,7.30724,92.6435993,-21.8677233
GJ 229 b,GJ 229,2,Radial velocity,2014.0,Ground,Multiple Observatories,579.47495,1.086,3.97,0.354,14.93793513,0.047,0.404,3564.0,0.509,0.46,5.75624,7.30724,92.6435993,-21.8677233
GJ 238 b,GJ 238,1,Transit,2024.0,Space,Transiting Exoplanet Survey Satellite (TESS),1.7446999,0.02123,0.566,0.05049522,0.126,0.000398,,3485.0,0.4193,0.4314,15.2142,10.5294,98.454881,-58.5250316
GJ 251 b,GJ 251,2,Radial velocity,2020.0,Ground,W. M. Keck Observatory,14.237,0.0808,1.79,0.16,3.85,0.01211345,0.0,3342.0,0.35,0.36,5.58057,8.85518,103.7002499,33.2664632
GJ 251 c,GJ 251,2,Radial velocity,2025.0,Ground,Multiple Observatories,53.647,0.196,1.8,0.16,3.88,0.01220785,0.0,3342.0,0.35,0.36,5.58057,8.85518,103.7002499,33.2664632
GJ 27.1 b,GJ 27.1,1,Radial velocity,2014.0,Ground,Multiple Observatories,15.819,0.101,3.66,0.327,13.0,0.04090237,0.08,3542.0,0.53,0.518887,23.6062,10.579,9.9980016,-44.2541679
GJ 273 b,GJ 273,2,Radial velocity,2017.0,Ground,La Silla Observatory,18.6498,0.091101,1.51,0.135,2.89,0.00909291,0.1,3382.0,0.29,0.293,5.921535,,111.852091,5.225807
GJ 273 c,GJ 273,2,Radial velocity,2017.0,Ground,La Silla Observatory,4.7234,0.036467,1.06,0.0942,1.18,0.00371268,0.17,3382.0,0.29,0.293,5.921535,,111.852091,5.225807
GJ 3021 b,GJ 3021,1,Radial velocity,2000.0,Ground,La Silla Observatory,133.71,0.49,13.1,1.17,1071.04,3.37,0.511,5540.0,0.9,0.9,17.5559,6.39729,4.0634323,-79.8514218
GJ 3082 b,GJ 3082,1,Radial velocity,2020.0,Ground,Multiple Facilities,11.949,0.079,2.79,0.249,8.2,0.02579996,0.22,3910.0,0.47,0.465216,16.6186,10.2011,18.6432425,-53.9407751
GJ 3090 b,GJ 3090,2,Transit,2022.0,Space,Transiting Exoplanet Survey Satellite (TESS),2.85310198,0.0316,2.18,0.19448691,4.52,0.01422151,0.25,3707.0,0.519,0.516,22.4751,10.5521,20.4384281,-46.7147234
GJ 3090 c,GJ 3090,2,Radial velocity,2026.0,Ground,Multiple Facilities,15.9407,0.0997,3.14,0.28,10.0,0.03146352,0.0,3707.0,0.519,0.516,22.4751,10.5521,20.4384281,-46.7147234
GJ 3138 b,GJ 3138,3,Radial velocity,2017.0,Ground,La Silla Observatory,1.22003,0.0197,1.18,0.106,1.78,0.00560048,0.19,3717.0,0.681,0.5,28.4712,10.1924,32.2977385,-16.3392495
GJ 3138 c,GJ 3138,3,Radial velocity,2017.0,Ground,La Silla Observatory,5.974,0.057,1.88,0.167,4.18,0.01315168,0.11,3717.0,0.681,0.5,28.4712,10.1924,32.2977385,-16.3392495
GJ 3138 d,GJ 3138,3,Radial velocity,2017.0,Ground,La Silla Observatory,257.8,0.698,3.23,0.288,10.5,0.03303653,0.32,3717.0,0.681,0.5,28.4712,10.1924,32.2977385,-16.3392495
GJ 317 b,GJ 317,2,Radial velocity,2007.0,Ground,W. M. Keck Observatory,695.69,1.138,13.3,1.18,794.5,2.5,0.0826,3496.0,0.402,0.403,15.1968,10.7539,130.2445254,-23.452809
GJ 317 c,GJ 317,2,Radial velocity,2018.0,Ground,W. M. Keck Observatory,6500.0,5.04,13.6,1.21,454.49462201,1.43,0.217,3496.0,0.402,0.403,15.1968,10.7539,130.2445254,-23.452809
