pl_name,hostname,sy_pnum,discoverymethod,disc_year,disc_locale,disc_facility,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_orbeccen,st_teff,st_mass,st_rad,sy_dist,sy_gaiamag,ra,dec
Kepler-800 b,Kepler-800,1,Transit,2016.0,Space,Kepler,14.13176026,0.1106,2.85,0.25425997,8.5,0.0267,0.0,5315.0,0.85,0.82,1019.26,15.7477,286.5747697,44.7951858
Kepler-801 b,Kepler-801,1,Transit,2016.0,Space,Kepler,11.41928253,0.0795,2.0,0.17842805,4.66,0.0147,0.0,4435.0,0.67,0.63,440.426,15.2759,286.0751815,44.6646277
Kepler-802 b,Kepler-802,1,Transit,2016.0,Space,Kepler,40.0587473,0.2265,3.54,0.31581765,12.3,0.0386,0.0,5507.0,0.93,0.9,780.585,14.8111,286.0157998,45.0077413
Kepler-803 b,Kepler-803,1,Transit,2016.0,Space,Kepler,50.28638192,0.26721,3.79,0.33812115,13.8,0.0434,0.0,5919.0,1.05,1.12,639.771,13.63,299.2216728,44.6939033
Kepler-804 b,Kepler-804,2,Transit,2016.0,Space,Kepler,14.37457351,0.11287,1.94,0.17307521,4.42,0.0139,0.0,5817.0,1.01,1.05,649.65,13.7361,293.3722109,44.7851812
Kepler-804 c,Kepler-804,2,Transit,2016.0,Space,Kepler,9.65185017,0.08654,1.14,0.10170399,1.55,0.00489,0.0,5817.0,1.01,1.05,649.65,13.7361,293.3722109,44.7851812
Kepler-805 b,Kepler-805,1,Transit,2016.0,Space,Kepler,30.8638931,0.19852,2.89,0.25782853,8.7,0.0274,0.0,6112.0,1.19,1.65,638.49,12.5048,293.2300178,45.053364
Kepler-806 b,Kepler-806,1,Transit,2016.0,Space,Kepler,8.09219642,0.07684,1.14,0.10170399,1.55,0.00489,0.0,5770.0,0.99,1.16,361.896,11.5909,296.0071956,44.8535698
Kepler-808 b,Kepler-808,1,Transit,2016.0,Space,Kepler,0.631332353,0.01314,1.46,0.13025248,2.73,0.00859,0.0,4653.0,0.76,0.71,321.0,14.3539,291.5941514,48.4454907
Kepler-809 b,Kepler-809,1,Transit,2016.0,Space,Kepler,55.63934,0.2901,3.01,0.26853421,9.32,0.0293,0.0,5734.0,0.99,0.98,961.405,14.6798,289.0836324,48.0180689
Kepler-81 b,Kepler-81,3,Transit,2012.0,Space,Kepler,5.955,0.0522,2.42,0.216,17.2,0.054,0.0,4385.0,0.64,0.59,348.291,15.004,293.6369437,42.8248275
Kepler-81 c,Kepler-81,3,Transit,2012.0,Space,Kepler,12.04,0.08347,2.37,0.211,4.3,0.014,0.0,4385.0,0.64,0.59,348.291,15.004,293.6369437,42.8248275
Kepler-81 d,Kepler-81,3,Transit,2014.0,Space,Kepler,20.837846,0.128,1.21,0.108,1.92,0.00606,0.0,4500.0,0.648,0.595,348.291,15.004,293.6369437,42.8248275
Kepler-810 b,Kepler-810,1,Transit,2016.0,Space,Kepler,4.59725385,0.055,1.93,0.17218307,4.38,0.0138,0.0,5803.0,1.03,1.04,1458.59,15.7606,296.6148615,48.0825642
Kepler-811 b,Kepler-811,1,Transit,2016.0,Space,Kepler,23.58447697,0.15911,2.7,0.24087787,7.75,0.0244,0.0,5747.0,1.01,1.24,985.041,13.9578,285.4241593,47.8345586
Kepler-812 b,Kepler-812,1,Transit,2016.0,Space,Kepler,10.11716531,0.1024,3.55,0.31670979,12.3,0.0388,0.0,6761.0,1.45,1.71,1482.74,13.7493,288.8552821,48.208517
Kepler-813 b,Kepler-813,1,Transit,2016.0,Space,Kepler,19.12947337,0.1439,2.14,0.19091801,5.22,0.0164,0.0,5743.0,0.95,0.93,840.0,14.5352,285.6626752,48.4353251
Kepler-814 b,Kepler-814,1,Transit,2016.0,Space,Kepler,6.1469851,0.0695,2.12,0.18913373,5.14,0.0162,0.0,6162.0,1.15,1.22,2055.77,14.6655,284.9105256,48.4315896
Kepler-815 b,Kepler-815,1,Transit,2016.0,Space,Kepler,8.57503552,0.09473,4.11,0.36666964,15.8,0.0498,0.0,5028.0,1.25,3.42,1259.28,13.2306,285.2211238,47.8813037
Kepler-816 b,Kepler-816,1,Transit,2016.0,Space,Kepler,10.506825646,0.0895,10.24,0.91355161,74.5,0.234,0.0,5286.0,0.9,0.85,983.697,15.9357,293.3628165,39.2124394
Kepler-817 b,Kepler-817,1,Transit,2016.0,Space,Kepler,3.990106229,0.0493,9.03,0.80560264,60.2,0.189,0.0,5861.0,1.03,1.03,1484.46,15.5969,296.0818498,39.161614
Kepler-818 b,Kepler-818,1,Transit,2016.0,Space,Kepler,10.035385814,0.0886,5.11,0.45588366,22.9,0.072,0.0,5638.0,0.94,0.92,925.037,15.0569,296.2351072,39.3702865
Kepler-819 b,Kepler-819,1,Transit,2016.0,Space,Kepler,33.1995648,0.1894,2.76,0.24623071,8.05,0.0253,0.0,5279.0,0.86,0.81,664.306,15.0662,295.3708312,39.1772925
Kepler-82 b,Kepler-82,5,Transit,2012.0,Space,Kepler,26.44,0.1683,4.07,0.36310108,12.15,0.03822798,0.0033,5401.0,0.91,0.898,904.326,15.1377,292.8733696,42.9661583
Kepler-82 c,Kepler-82,5,Transit,2012.0,Space,Kepler,51.54,0.2626,5.34,0.47640289,13.9,0.04373407,0.007,5401.0,0.91,0.898,904.326,15.1377,292.8733696,42.9661583
Kepler-82 d,Kepler-82,5,Transit,2014.0,Space,Kepler,2.382961,0.034,1.77,0.158,885.098,2.78482974,0.0,5428.0,0.946,0.945,904.326,15.1377,292.8733696,42.9661583
Kepler-82 e,Kepler-82,5,Transit,2014.0,Space,Kepler,5.902206,0.063,2.47,0.22,254.02,0.7992363,0.0,5428.0,0.946,0.945,904.326,15.1377,292.8733696,42.9661583
Kepler-82 f,Kepler-82,5,Transit Timing Variations,2019.0,Multiple Locales,KOINet,75.732,0.3395,4.84,0.432,20.9,0.06575842,0.0014,5401.0,0.91,0.898,904.326,15.1377,292.8733696,42.9661583
Kepler-820 b,Kepler-820,1,Transit,2016.0,Space,Kepler,127.8338098,0.56004,6.09,0.54331341,30.8,0.097,0.0,6260.0,1.23,1.36,1387.2,13.9436,291.0201523,39.2206091
Kepler-821 b,Kepler-821,1,Transit,2016.0,Space,Kepler,1.92279873,0.029,1.31,0.11687037,2.27,0.00714,0.0,5191.0,0.84,0.8,614.571,14.8177,285.6173937,39.3794684
Kepler-822 b,Kepler-822,1,Transit,2016.0,Space,Kepler,3.222969273,0.04078,1.77,0.15790882,3.78,0.0119,0.0,5928.0,1.06,1.08,860.391,14.5966,292.2760929,39.5501136
Kepler-823 b,Kepler-823,1,Transit,2016.0,Space,Kepler,4.16809082,0.0507,1.57,0.14006602,3.09,0.00972,0.0,5643.0,0.98,0.96,1389.27,14.7625,284.5825682,39.2201737
Kepler-824 b,Kepler-824,1,Transit,2016.0,Space,Kepler,4.51436633,0.055,1.87,0.16683023,4.16,0.0131,0.0,6035.0,1.15,1.22,1201.4,14.8825,290.477406,39.7319975
Kepler-825 b,Kepler-825,2,Transit,2016.0,Space,Kepler,3.77360059,0.0453,1.53,0.13649746,2.96,0.0093,0.0,5976.0,1.03,1.08,807.85,14.1453,294.769825,39.3984081
Kepler-825 c,Kepler-825,2,Transit,2016.0,Space,Kepler,8.1818246,0.0759,1.84,0.1641538,4.04,0.0127,0.0,5976.0,1.03,1.08,807.85,14.1453,294.769825,39.3984081
Kepler-826 b,Kepler-826,1,Transit,2016.0,Space,Kepler,4.48758907,0.05202,1.25,0.11151753,2.1,0.0066,0.0,6079.0,1.05,1.15,779.596,13.4122,284.8601128,39.2405076
Kepler-827 b,Kepler-827,1,Transit,2016.0,Space,Kepler,51.92927591,0.2742,5.63,0.50227496,27.0,0.0849,0.0,5602.0,0.93,0.91,2046.68,15.8616,294.9660027,42.7085608
Kepler-828 b,Kepler-828,1,Transit,2016.0,Space,Kepler,0.567857136,0.01228,1.51,0.13471318,2.89,0.00909,0.0,5039.0,0.81,0.77,575.322,15.0441,286.8872555,42.4712271
Kepler-829 b,Kepler-829,1,Transit,2016.0,Space,Kepler,6.88337562,0.0678,2.11,0.18824159,5.1,0.016,0.0,5698.0,0.98,0.97,1073.76,14.9206,282.3328312,42.4638125
Kepler-83 b,Kepler-83,3,Transit,2012.0,Space,Kepler,9.77,0.07295,2.83,0.252,2.94,0.00925027,0.0,4082.0,0.66,0.61,400.409,15.7832,282.2325197,43.6655662
Kepler-83 c,Kepler-83,3,Transit,2012.0,Space,Kepler,20.09,0.11796,2.36,0.211,2.03,0.00638709,0.0,4082.0,0.66,0.61,400.409,15.7832,282.2325197,43.6655662
Kepler-83 d,Kepler-83,3,Transit,2014.0,Space,Kepler,5.169796,0.051,1.94,0.173,4.1,0.01290004,0.0,4648.0,0.58,0.594,400.409,15.7832,282.2325197,43.6655662
Kepler-830 b,Kepler-830,1,Transit,2016.0,Space,Kepler,11.29695137,0.1033,1.7,0.15166384,3.53,0.0111,0.0,6037.0,1.07,1.11,1122.0,14.7886,295.054238,42.7568316
Kepler-831 b,Kepler-831,1,Transit,2016.0,Space,Kepler,5.62153941,0.05984,1.27,0.11330181,2.15,0.00678,0.0,5732.0,0.99,0.97,593.54,13.6311,294.9855607,42.7277355
Kepler-832 b,Kepler-832,1,Transit,2016.0,Space,Kepler,7.1396941,0.075,2.06,0.18378089,4.9,0.0154,0.0,5596.0,0.92,0.9,1688.12,15.8594,295.9261101,45.383869
Kepler-833 b,Kepler-833,1,Transit,2016.0,Space,Kepler,18.7546998,0.1139,2.02,0.18021233,4.74,0.0149,0.0,4339.0,0.64,0.62,467.37,15.4686,290.4799052,45.6005798
Kepler-834 b,Kepler-834,1,Transit,2016.0,Space,Kepler,13.32388301,0.0862,2.02,0.18021233,4.74,0.0149,0.0,4554.0,0.7,0.66,633.937,15.9285,287.0544674,45.1803351
Kepler-835 b,Kepler-835,1,Transit,2016.0,Space,Kepler,11.41909375,0.107,2.79,0.24890713,8.2,0.0258,0.0,5954.0,1.08,1.11,2406.33,15.8901,283.5742181,45.7348003
Kepler-836 b,Kepler-836,1,Transit,2016.0,Space,Kepler,11.36112327,0.1013,2.73,0.24355429,7.9,0.0249,0.0,5895.0,1.03,1.04,980.035,14.5873,287.4527659,45.7043964
Kepler-837 b,Kepler-837,1,Transit,2016.0,Space,Kepler,16.56059504,0.1144,2.56,0.2283879,7.08,0.0223,0.0,5403.0,0.85,0.81,901.907,15.229,285.2467607,45.95011
Kepler-838 b,Kepler-838,1,Transit,2016.0,Space,Kepler,15.74957994,0.1266,2.73,0.24355429,7.9,0.0249,0.0,5770.0,0.98,0.96,1104.04,15.2295,285.4354695,45.975959
Kepler-839 b,Kepler-839,1,Transit,2016.0,Space,Kepler,37.8144514,0.2316,2.57,0.22928004,7.13,0.0224,0.0,6058.0,1.22,1.31,944.561,13.5633,291.074684,45.242544
Kepler-84 b,Kepler-84,5,Transit,2012.0,Space,Kepler,8.726,0.0827,2.23,0.199,40.0,0.126,0.0,6039.0,1.0,1.43,1023.9,14.7902,298.2520208,40.4960842
Kepler-84 c,Kepler-84,5,Transit,2012.0,Space,Kepler,12.883,0.1072,2.36,0.211,20.2,0.064,0.0,6039.0,1.0,1.43,1023.9,14.7902,298.2520208,40.4960842
Kepler-84 d,Kepler-84,5,Transit,2014.0,Space,Kepler,4.224537,0.052,1.38,0.123,2.48,0.0078,0.0,6031.0,1.06,1.169,1023.9,14.7902,298.2520208,40.4960842
Kepler-84 e,Kepler-84,5,Transit,2014.0,Space,Kepler,27.434389,0.181,2.6,0.232,7.27,0.0229,0.0,6031.0,1.06,1.169,1023.9,14.7902,298.2520208,40.4960842
Kepler-84 f,Kepler-84,5,Transit,2014.0,Space,Kepler,44.552169,0.25,2.2,0.196,5.48,0.0172,0.0,6031.0,1.06,1.169,1023.9,14.7902,298.2520208,40.4960842
Kepler-841 b,Kepler-841,1,Transit,2016.0,Space,Kepler,124.4198398,0.479,5.23,0.46658935,23.8,0.0749,0.0,5324.0,0.85,0.81,998.961,15.7442,284.2513637,48.8095962
Kepler-842 b,Kepler-842,1,Transit,2016.0,Space,Kepler,1.21956827,0.0204,1.6,0.14274244,3.19,0.01,0.0,4848.0,0.78,0.73,532.726,15.1296,292.3285976,49.6535171
Kepler-843 b,Kepler-843,1,Transit,2016.0,Space,Kepler,2.053879821,0.0313,2.59,0.23106432,7.22,0.0227,0.0,5830.0,1.02,1.03,1165.66,15.2481,296.3219786,48.9714373
Kepler-844 b,Kepler-844,1,Transit,2016.0,Space,Kepler,2.613020856,0.0298,1.68,0.14987956,3.46,0.0109,0.0,4128.0,0.59,0.57,431.776,15.7957,287.8578541,48.7739646
Kepler-845 b,Kepler-845,1,Transit,2016.0,Space,Kepler,0.927859821,0.01668,2.04,0.18199661,4.82,0.0152,0.0,4913.0,0.79,0.75,431.051,14.6386,290.9576363,49.2037262
Kepler-846 b,Kepler-846,1,Transit,2016.0,Space,Kepler,19.80792185,0.1399,2.48,0.22125078,6.71,0.0211,0.0,5579.0,0.94,0.91,1127.12,15.6041,287.0570731,49.0460112
Kepler-847 b,Kepler-847,1,Transit,2016.0,Space,Kepler,2.343231895,0.0315,1.18,0.10527255,1.76,0.00553,0.0,4940.0,0.83,0.77,513.103,14.7799,283.5048144,49.4509371
Kepler-848 b,Kepler-848,1,Transit,2016.0,Space,Kepler,6.91134416,0.07586,1.7,0.15166384,3.53,0.0111,0.0,5695.0,1.01,1.2,1378.47,14.0105,293.2882949,48.8116114
Kepler-849 b,Kepler-849,1,Transit,2016.0,Space,Kepler,394.62508,1.137,8.08167508,0.721,298.75870258,0.94,0.078,5950.0,1.259,1.822,822.134,12.8358,290.8517961,48.5213243
Kepler-85 b,Kepler-85,4,Transit,2012.0,Space,Kepler,8.3,0.07885,1.778,0.15862281,1.84,0.00578929,0.02,5505.2,0.928,0.875,765.025,14.766,290.9734395,45.2902761
Kepler-85 c,Kepler-85,4,Transit,2012.0,Space,Kepler,12.51,0.10363,1.978,0.17646564,2.15,0.00676466,0.027,5505.2,0.928,0.875,765.025,14.766,290.9734395,45.2902761
Kepler-85 d,Kepler-85,4,Transit,2014.0,Space,Kepler,17.91323,0.13,1.2,0.107,8.69679,0.02736316,0.0,5436.0,0.947,0.893,765.025,14.766,290.9734395,45.2902761
Kepler-85 e,Kepler-85,4,Transit,2014.0,Space,Kepler,25.216751,0.163,1.27,0.113,0.6,0.0018878,0.0,5436.0,0.947,0.893,765.025,14.766,290.9734395,45.2902761
Kepler-850 b,Kepler-850,1,Transit,2016.0,Space,Kepler,7.19303878,0.0744,1.78,0.15880096,3.82,0.012,0.0,5932.0,1.06,1.09,1661.28,15.4272,293.0844515,48.5753645
Kepler-851 b,Kepler-851,1,Transit,2016.0,Space,Kepler,8.50699658,0.0802,1.68,0.14987956,3.46,0.0109,0.0,5455.0,0.89,0.85,839.255,15.1081,294.6802199,49.1401106
Kepler-852 b,Kepler-852,1,Transit,2016.0,Space,Kepler,44.9309804,0.27967,2.54,0.22660362,6.99,0.022,0.0,6100.0,1.19,1.16,1619.03,13.9066,297.3915863,48.5606875
Kepler-853 b,Kepler-853,1,Transit,2016.0,Space,Kepler,7.16892463,0.079,1.69,0.1507717,3.5,0.011,0.0,6350.0,1.3,1.55,568.676,12.2485,283.936781,49.1102748
Kepler-855 b,Kepler-855,1,Transit,2016.0,Space,Kepler,7.886631104,0.0762,8.35,0.7449371,52.7,0.166,0.0,5835.0,1.03,1.03,1506.58,15.0191,295.0949565,43.537565
Kepler-856 b,Kepler-856,1,Transit,2016.0,Space,Kepler,8.027680595,0.0787,9.3,0.82969043,63.3,0.199,0.0,5535.0,0.96,0.93,1351.17,15.557,289.6038379,46.3149097
Kepler-857 b,Kepler-857,1,Transit,2016.0,Space,Kepler,85.35129427,0.3751,6.8,0.60665537,37.2,0.117,0.0,5773.0,0.99,0.99,983.502,15.0638,294.6323978,43.4004526
Kepler-858 b,Kepler-858,1,Transit,2016.0,Space,Kepler,76.13602028,0.33939,4.87,0.4344723,21.1,0.0664,0.0,5653.0,0.96,0.91,298.532,12.411,288.8488552,51.2090375
Kepler-859 b,Kepler-859,1,Transit,2016.0,Space,Kepler,20.38177573,0.13157,3.09,0.27567134,9.75,0.0307,0.0,5020.0,0.81,0.77,839.903,15.8805,286.7418337,43.1901197
Kepler-860 b,Kepler-860,1,Transit,2016.0,Space,Kepler,5.101379454,0.058,3.24,0.28905344,10.6,0.0332,0.0,5836.0,1.04,1.06,1056.36,15.4033,295.5772681,46.2547028
Kepler-861 b,Kepler-861,1,Transit,2016.0,Space,Kepler,3.949631375,0.0463,2.28,0.20340798,5.82,0.0183,0.0,5047.0,0.82,0.78,850.327,15.5958,292.3539624,46.2262465
Kepler-862 b,Kepler-862,1,Transit,2016.0,Space,Kepler,3.148664534,0.039,2.21,0.19716299,5.52,0.0174,0.0,5333.0,0.88,0.84,1039.03,15.3031,297.7792466,46.4926688
Kepler-863 b,Kepler-863,1,Transit,2016.0,Space,Kepler,15.59461874,0.122,2.9,0.25872067,8.75,0.0275,0.0,5678.0,0.96,0.95,1499.66,15.4464,297.6644677,43.2489903
Kepler-864 b,Kepler-864,2,Transit,2016.0,Space,Kepler,5.83376092,0.0687,2.4,0.21411366,6.35,0.02,0.0,5754.0,1.0,1.0,2022.9,15.7816,285.0570943,46.3206074
Kepler-864 c,Kepler-864,2,Transit,2023.0,Space,Kepler,2.42150341,0.0382,1.62,0.14452697,3.26,0.0102,0.0,6213.0,1.27,1.195,2022.9,15.7816,285.0570943,46.3206074
Kepler-865 b,Kepler-865,2,Transit,2016.0,Space,Kepler,14.16399294,0.1057,2.49,0.22214292,6.76,0.0213,0.0,5570.0,0.93,0.92,586.137,14.5036,297.7242257,43.5272796
Kepler-865 c,Kepler-865,2,Transit,2023.0,Space,Kepler,6.20920207,0.061,0.89,0.07940062,0.64,0.00201,0.0,5440.0,0.782,0.885,586.137,14.5036,297.7242257,43.5272796
Kepler-866 b,Kepler-866,1,Transit,2016.0,Space,Kepler,2.617032536,0.0331,1.63,0.14541886,3.29,0.0104,0.0,4751.0,0.75,0.71,646.667,15.7966,290.1222112,43.085407
Kepler-867 b,Kepler-867,1,Transit,2016.0,Space,Kepler,150.242127,0.5375,4.64,0.41395307,19.4,0.0612,0.0,5541.0,0.92,0.91,1195.54,14.8849,287.2852554,51.2499499
Kepler-868 b,Kepler-868,1,Transit,2016.0,Space,Kepler,5.03251791,0.0575,2.05,0.18288875,4.86,0.0153,0.0,5614.0,0.93,0.89,1593.13,15.6177,282.3635315,46.6752384
Kepler-869 b,Kepler-869,1,Transit,2016.0,Space,Kepler,40.4287755,0.2244,3.61,0.32206263,12.7,0.0399,0.0,5664.0,0.97,0.95,939.455,14.9685,289.4245955,50.9941198
Kepler-87 b,Kepler-87,2,Transit,2013.0,Space,Kepler,114.73635,0.481,13.49,1.204,324.2,1.02,0.036,5600.0,1.1,1.82,1232.9,14.5869,297.9168433,46.9651146
Kepler-87 c,Kepler-87,2,Transit,2013.0,Space,Kepler,191.2318,0.676,6.14,0.548,6.4,0.02,0.039,5600.0,1.1,1.82,1232.9,14.5869,297.9168433,46.9651146
Kepler-870 b,Kepler-870,1,Transit,2016.0,Space,Kepler,21.3587621,0.1539,2.78,0.24801499,8.15,0.0256,0.0,5857.0,1.01,1.02,1259.46,15.2216,295.4025625,50.4785992
Kepler-871 b,Kepler-871,1,Transit,2016.0,Space,Kepler,22.0459018,0.1572,3.74,0.33366045,13.5,0.0424,0.0,5993.0,1.11,1.14,1976.05,15.6422,294.5270634,43.3681317
Kepler-872 b,Kepler-872,1,Transit,2016.0,Space,Kepler,2.578855068,0.0362,1.99,0.17753591,4.62,0.0145,0.0,5902.0,1.05,1.08,879.683,15.0714,295.4174725,43.6056117
Kepler-873 b,Kepler-873,1,Transit,2016.0,Space,Kepler,20.5533844,0.1542,3.75,0.33455259,13.5,0.0426,0.0,6163.0,1.18,1.27,1182.22,14.7952,296.4031319,51.2712773
Kepler-874 b,Kepler-874,1,Transit,2016.0,Space,Kepler,40.0686727,0.2234,3.94,0.35150326,14.7,0.0463,0.0,6020.0,1.09,1.13,1082.16,14.6941,294.9568477,43.0142991
Kepler-875 b,Kepler-875,1,Transit,2016.0,Space,Kepler,27.5073799,0.1771,2.9,0.25872067,8.75,0.0275,0.0,5958.0,1.06,1.11,1242.62,15.2096,297.3012497,43.1418313
Kepler-876 b,Kepler-876,1,Transit,2016.0,Space,Kepler,5.14438011,0.0549,1.43,0.12757605,2.63,0.00829,0.0,5060.0,0.81,0.77,820.913,15.3301,283.4781717,43.3837235
Kepler-877 b,Kepler-877,1,Transit,2016.0,Space,Kepler,18.45847097,0.1301,2.12,0.18913373,5.14,0.0162,0.0,5261.0,0.85,0.81,602.176,14.5228,289.8591023,46.5227429
Kepler-878 b,Kepler-878,1,Transit,2016.0,Space,Kepler,25.9422033,0.165,1.93,0.17218307,4.38,0.0138,0.0,5044.0,0.81,0.77,791.625,14.7898,285.2962562,46.6034497
Kepler-879 b,Kepler-879,2,Transit,2016.0,Space,Kepler,33.3855938,0.2012,2.57,0.22928004,7.13,0.0224,0.0,5792.0,1.02,1.02,802.672,14.2377,295.8065515,50.9097521
Kepler-879 c,Kepler-879,2,Transit,2024.0,Space,Kepler,0.646716,,0.4,0.03568567,0.0364,0.000115,,5456.75,0.974,1.022,802.672,14.2377,295.8065515,50.9097521
Kepler-88 d,KOI-142,3,Radial velocity,2020.0,Ground,W. M. Keck Observatory,1403.0,2.466329866,13.1,1.17,965.14699656,3.0504646,0.41,5466.0,0.99,0.897,376.863,13.1048,291.1481028,40.669413
Kepler-880 b,Kepler-880,2,Transit,2016.0,Space,Kepler,7.71468975,0.0915,2.66,0.23730931,7.56,0.0238,0.0,6761.0,1.46,1.74,601.324,11.9642,281.9712347,43.6727839
Kepler-880 c,Kepler-880,2,Transit,2023.0,Space,Kepler,11.8061737,0.1216,2.87,0.25604469,8.6,0.0271,0.0,6900.0,1.714,2.599,601.324,11.9642,281.9712347,43.6727839
Kepler-881 b,Kepler-881,1,Transit,2016.0,Space,Kepler,4.44448017,0.0552,1.78,0.15880096,3.82,0.012,0.0,5961.0,1.06,1.09,1375.18,15.1765,288.9925529,46.6706513
Kepler-882 b,Kepler-882,1,Transit,2016.0,Space,Kepler,3.989539666,0.04741,1.23,0.10973325,2.04,0.00642,0.0,5476.0,0.9,0.87,504.605,14.0774,294.6500256,43.3356106
Kepler-883 b,Kepler-883,1,Transit,2016.0,Space,Kepler,12.98495573,0.10288,1.78,0.15880096,3.82,0.012,0.0,6116.0,1.06,1.09,627.455,13.0069,286.433726,50.3002266
Kepler-884 b,Kepler-884,1,Transit,2016.0,Space,Kepler,5.69919514,0.06116,1.23,0.10973325,2.04,0.00642,0.0,5715.0,1.0,0.94,476.733,13.0469,292.5844328,49.9232012
Kepler-885 b,Kepler-885,1,Transit,2016.0,Space,Kepler,18.11472949,0.14403,2.5,0.22303506,6.8,0.0214,0.0,6187.0,1.21,1.35,651.318,12.7877,288.6615682,49.7371538
Kepler-886 b,Kepler-886,1,Transit,2016.0,Space,Kepler,6.24146367,0.06428,1.52,0.13560532,2.92,0.0092,0.0,6098.0,1.1,1.16,711.297,13.8936,286.2717162,43.5952037
Kepler-887 b,Kepler-887,2,Transit,2016.0,Space,Kepler,20.42228798,0.15431,1.84,0.1641538,4.04,0.0127,0.0,6194.0,1.19,1.29,886.588,13.4496,290.0907893,39.8169085
Kepler-887 c,Kepler-887,2,Transit,2016.0,Space,Kepler,7.63846023,0.0801,1.13,0.10081185,1.51,0.00474,0.0,6194.0,1.19,1.29,886.588,13.4496,290.0907893,39.8169085
Kepler-888 b,Kepler-888,1,Transit,2016.0,Space,Kepler,70.6979061,0.31481,1.76,0.15701668,3.75,0.0118,0.0,5875.0,0.97,0.9,420.817,12.9814,295.5212866,49.7386804
Kepler-889 b,Kepler-889,1,Transit,2016.0,Space,Kepler,3.744439,0.04975,1.09,0.09724329,1.32,0.00416,0.0,5961.0,1.14,1.25,598.313,12.6802,291.467454,50.7595597
Kepler-890 b,Kepler-890,1,Transit,2016.0,Space,Kepler,52.75875577,0.2944,8.89,0.79311268,58.6,0.184,0.0,5954.0,1.09,1.13,1712.12,15.1361,288.435718,43.7634712
Kepler-891 b,Kepler-891,1,Transit,2016.0,Space,Kepler,53.44945593,0.2881,6.41,0.5718619,33.6,0.106,0.0,5887.0,1.06,1.07,2340.58,15.273,291.0837644,40.3552252
Kepler-892 b,Kepler-892,1,Transit,2016.0,Space,Kepler,13.7521072,0.1015,2.81,0.25069141,8.3,0.0261,0.0,4747.0,0.75,0.72,570.727,15.5902,283.1296399,43.8880983
Kepler-893 b,Kepler-893,1,Transit,2016.0,Space,Kepler,6.33855761,0.0699,3.03,0.27031849,9.43,0.0297,0.0,5820.0,1.0,0.99,1285.59,15.1735,284.9630591,43.9130282
Kepler-894 b,Kepler-894,1,Transit,2016.0,Space,Kepler,9.803224,0.0916,2.78,0.24801499,8.15,0.0256,0.0,5603.0,0.87,0.85,1162.91,15.4056,288.7340513,46.939363
Kepler-895 b,Kepler-895,1,Transit,2016.0,Space,Kepler,2.806242328,0.0328,1.54,0.1373896,2.99,0.0094,0.0,4315.0,0.65,0.61,540.134,15.9804,289.2906978,51.4089936
Kepler-896 b,Kepler-896,2,Transit,2016.0,Space,Kepler,144.547396,0.56378,2.53,0.22571148,6.94,0.0218,0.0,5262.0,0.84,0.81,2334.93,15.4307,282.4391402,43.7344291
Kepler-896 c,Kepler-896,2,Transit,2023.0,Space,Kepler,29.5422566,0.1792,3.15,0.28102466,10.1,0.0317,0.0,5510.0,0.877,0.803,2334.93,15.4307,282.4391402,43.7344291
Kepler-897 b,Kepler-897,1,Transit,2016.0,Space,Kepler,8.0472642,0.077,2.39,0.21322152,6.3,0.0198,0.0,5839.0,1.03,1.04,1519.25,15.0787,290.5867992,51.6957731
Kepler-898 b,Kepler-898,1,Transit,2016.0,Space,Kepler,5.8706191,0.0545,1.49,0.1329289,2.83,0.00889,0.0,4223.0,0.65,0.62,484.891,15.9386,286.5854116,46.8708877
Kepler-899 b,Kepler-899,1,Transit,2016.0,Space,Kepler,19.17891293,0.1392,2.68,0.23909359,7.65,0.0241,0.0,5595.0,0.93,0.91,1246.43,15.382,297.4825612,40.6807412
Kepler-9 b,Kepler-9,3,Transit,2010.0,Space,Kepler,19.23891,0.143,8.29,0.73958426,43.4,0.13655099,0.0609,5774.0,1.022,0.958,628.257,13.7809,285.5739904,38.4008192
Kepler-9 c,Kepler-9,3,Transit,2010.0,Space,Kepler,38.9853,0.227,8.08,0.72084932,29.9,0.09407545,0.06691,5774.0,1.022,0.958,628.257,13.7809,285.5739904,38.4008192
Kepler-9 d,Kepler-9,3,Transit,2010.0,Space,Kepler,1.592851,0.0273,1.64,0.146,8.41466053,0.026473,0.0,5777.0,1.07,1.02,628.257,13.7809,285.5739904,38.4008192
Kepler-90 i,KOI-351,8,Transit,2017.0,Space,Kepler,14.44912,0.1201380843,1.32,0.11776251,2.3,0.00724,0.0,6015.0,1.12,1.29,848.254,13.7397,284.4334642,49.3051239
Kepler-900 b,Kepler-900,1,Transit,2016.0,Space,Kepler,6.9913086,0.0679,2.08,0.18556517,4.98,0.0157,0.0,4836.0,0.78,0.73,487.525,14.9453,296.177272,46.9989635
Kepler-901 b,Kepler-901,1,Transit,2016.0,Space,Kepler,3.517494394,0.0378,1.37,0.12222321,2.45,0.00771,0.0,4184.0,0.59,0.57,253.867,14.6803,291.1528056,40.8876814
Kepler-902 b,Kepler-902,1,Transit,2016.0,Space,Kepler,40.1099547,0.223,2.54,0.22660362,6.99,0.022,0.0,5647.0,0.95,0.93,1165.34,14.8583,289.7317067,46.953875
